customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,segment,city,state,acquisition_channel
CUST02399,387,2,50027.89,1,3,3,133,7,At Risk,Siliguri,West Bengal,Email
CUST02401,567,1,29854.72,1,2,2,122,5,Hibernating,Hubli,Karnataka,Paid Search
CUST02403,16,3,112844.01,5,4,4,544,13,Champions,Surat,Gujarat,Paid Search
CUST02404,88,2,86731.95000000001,3,3,4,334,10,Promising,Vadodara,Gujarat,Referral
CUST02405,37,3,182843.93,4,4,5,445,13,Champions,Kolkata,West Bengal,Paid Search
CUST02407,50,1,4242.99,4,2,1,421,7,Potential Loyalist,Bangalore,Karnataka,Paid Search
CUST02409,147,1,23867.149999999998,2,2,2,222,6,Need Attention,Delhi,Delhi,Paid Search
CUST02410,27,1,21369.22,4,2,2,422,8,Potential Loyalist,Surat,Gujarat,Organic
CUST02412,90,1,73615.35,3,2,3,323,8,Promising,New Delhi,Delhi,Email
CUST02415,16,3,120105.2,5,4,4,544,13,Champions,Surat,Gujarat,Organic
CUST02418,270,1,65022.79,1,2,3,123,6,Hibernating,Mumbai,Maharashtra,Organic
CUST02420,209,2,194462.66,2,3,5,235,10,Need Attention,Udaipur,Rajasthan,Organic
CUST02421,72,2,27483.159999999996,3,3,2,332,8,Need Attention,Udaipur,Rajasthan,Email
CUST02422,385,1,97001.61,1,2,4,124,7,Cannot Lose,Bangalore,Karnataka,Direct
CUST02426,118,2,87801.64,3,3,4,334,10,Promising,Delhi,Delhi,Paid Search
CUST02427,61,1,64942.46,3,2,3,323,8,Promising,Vadodara,Gujarat,Organic
CUST02428,81,1,5664.9,3,2,1,321,6,Need Attention,Pune,Maharashtra,Referral
CUST02430,82,1,73387.79000000001,3,2,3,323,8,Promising,Kanpur,Uttar Pradesh,Direct
CUST02431,661,1,3135.26,1,2,1,121,4,Hibernating,New Delhi,Delhi,Social Media
CUST02435,204,3,314166.82,2,4,5,245,11,Loyal,Coimbatore,Tamil Nadu,Referral
CUST02436,317,1,1249.26,1,2,1,121,4,Hibernating,Delhi,Delhi,Social Media
CUST02437,214,2,161820.11000000002,2,3,5,235,10,Need Attention,Kolkata,West Bengal,Email
CUST02438,27,2,11165.61,4,3,1,431,8,Potential Loyalist,Hubli,Karnataka,Direct
CUST02439,296,1,2135.86,1,2,1,121,4,Hibernating,Delhi,Delhi,Direct
CUST02440,113,2,26134.629999999997,3,3,2,332,8,Need Attention,Ahmedabad,Gujarat,Paid Search
CUST02445,36,3,215315.84,4,4,5,445,13,Champions,Delhi,Delhi,Paid Search
CUST02446,0,1,6125.74,5,2,1,521,8,Potential Loyalist,Madurai,Tamil Nadu,Email
CUST02449,655,1,58959.01,1,2,3,123,6,Hibernating,Siliguri,West Bengal,Social Media
CUST02450,83,2,42220.84,3,3,2,332,8,Need Attention,Siliguri,West Bengal,Organic
CUST02454,297,1,50268.45,1,2,3,123,6,Hibernating,Bangalore,Karnataka,Organic
CUST02457,21,5,164591.11000000002,5,5,5,555,15,Champions,Nagpur,Maharashtra,Social Media
CUST02463,40,5,205051.91,4,5,5,455,14,Champions,Mumbai,Maharashtra,Paid Search
CUST02466,197,1,5011.53,2,2,1,221,5,Need Attention,Kolkata,West Bengal,Email
CUST02467,269,1,1490.35,1,2,1,121,4,Hibernating,Kolkata,West Bengal,Referral
CUST02468,9,2,22689.260000000002,5,3,2,532,10,Potential Loyalist,Delhi,Delhi,Paid Search
CUST02470,161,1,9112.81,2,2,1,221,5,Need Attention,Agra,Uttar Pradesh,Paid Search
CUST02471,38,2,124118.08,4,3,4,434,11,Potential Loyalist,Bangalore,Karnataka,Organic
CUST02475,132,1,23593.95,2,2,2,222,6,Need Attention,New Delhi,Delhi,Direct
CUST02479,28,4,126671.96,4,5,4,454,13,Champions,Mysore,Karnataka,Email
CUST02481,205,1,67396.74,2,2,3,223,7,Need Attention,Mysore,Karnataka,Social Media
CUST02482,45,2,35815.17,4,3,2,432,9,Potential Loyalist,Mysore,Karnataka,Organic
CUST02485,92,1,3518.5,3,2,1,321,6,Need Attention,New Delhi,Delhi,Social Media
CUST02489,255,1,61516.450000000004,1,2,3,123,6,Hibernating,Nagpur,Maharashtra,Email
CUST02490,297,1,57461.23,1,2,3,123,6,Hibernating,Ahmedabad,Gujarat,Paid Search
CUST02495,11,3,305645.49,5,4,5,545,14,Champions,Kolkata,West Bengal,Social Media
CUST02497,246,1,42039.96,1,2,2,122,5,Hibernating,Lucknow,Uttar Pradesh,Paid Search
CUST02500,12,2,11924.529999999999,5,3,1,531,9,Potential Loyalist,Siliguri,West Bengal,Paid Search
CUST02501,0,6,239592.57,5,5,5,555,15,Champions,Vadodara,Gujarat,Organic
CUST02502,61,2,39287.51,3,3,2,332,8,Need Attention,Nagpur,Maharashtra,Social Media
CUST02505,82,4,93553.58000000002,3,5,4,354,12,Loyal,Kolkata,West Bengal,Social Media
CUST02507,33,2,71347.41,4,3,3,433,10,Potential Loyalist,Ahmedabad,Gujarat,Organic
CUST02508,332,2,96400.68,1,3,4,134,8,At Risk,Nagpur,Maharashtra,Social Media
CUST02510,2,1,14104.11,5,2,1,521,8,Potential Loyalist,Agra,Uttar Pradesh,Paid Search
CUST02511,8,3,55414.19,5,4,3,543,12,Loyal,Hubli,Karnataka,Social Media
CUST02513,205,1,25185.36,2,2,2,222,6,Need Attention,Siliguri,West Bengal,Social Media
CUST02514,58,2,6116.28,4,3,1,431,8,Potential Loyalist,Pune,Maharashtra,Referral
CUST02516,2,3,71384.29000000001,5,4,3,543,12,Loyal,Vadodara,Gujarat,Referral
CUST02517,20,3,92855.31999999999,5,4,4,544,13,Champions,Pune,Maharashtra,Organic
CUST02518,40,3,60551.0,4,4,3,443,11,Loyal,Pune,Maharashtra,Social Media
CUST02519,217,1,41345.71,2,2,2,222,6,Need Attention,Nagpur,Maharashtra,Email
CUST02520,2,1,67937.72,5,2,3,523,10,Potential Loyalist,Mumbai,Maharashtra,Referral
CUST02521,38,3,36999.76,4,4,2,442,10,Loyal,Kanpur,Uttar Pradesh,Social Media
CUST02523,10,4,75696.72,5,5,3,553,13,Loyal,Pune,Maharashtra,Social Media
CUST02524,30,2,188174.5,4,3,5,435,12,Potential Loyalist,Udaipur,Rajasthan,Organic
CUST02525,181,1,1020.83,2,2,1,221,5,Need Attention,Bangalore,Karnataka,Paid Search
CUST02526,192,1,63792.88,2,2,3,223,7,Need Attention,New Delhi,Delhi,Social Media
CUST02527,38,3,291078.69,4,4,5,445,13,Champions,Kolkata,West Bengal,Paid Search
CUST02529,320,1,46907.15,1,2,3,123,6,Hibernating,Lucknow,Uttar Pradesh,Organic
CUST02530,356,2,32361.4,1,3,2,132,6,At Risk,Mysore,Karnataka,Social Media
CUST02532,170,1,1048.43,2,2,1,221,5,Need Attention,Jaipur,Rajasthan,Paid Search
CUST02533,313,1,72554.35,1,2,3,123,6,Hibernating,Siliguri,West Bengal,Direct
CUST02534,85,3,60169.22,3,4,3,343,10,Loyal,Madurai,Tamil Nadu,Referral
CUST02535,18,1,24729.74,5,2,2,522,9,Potential Loyalist,Kanpur,Uttar Pradesh,Direct
CUST02538,240,2,45226.89,1,3,3,133,7,At Risk,Madurai,Tamil Nadu,Organic
CUST02540,245,1,24385.719999999998,1,2,2,122,5,Hibernating,Jodhpur,Rajasthan,Paid Search
CUST02541,42,6,235878.29,4,5,5,455,14,Champions,Ahmedabad,Gujarat,Email
CUST02544,72,1,18469.45,3,2,2,322,7,Need Attention,Siliguri,West Bengal,Email
CUST02546,1,3,156250.35,5,4,5,545,14,Champions,Delhi,Delhi,Email
CUST02547,415,1,59733.14,1,2,3,123,6,Hibernating,Delhi,Delhi,Organic
CUST02551,292,1,53669.1,1,2,3,123,6,Hibernating,Surat,Gujarat,Paid Search
CUST02552,32,2,202515.23,4,3,5,435,12,Potential Loyalist,Siliguri,West Bengal,Organic
CUST02554,312,2,106820.57,1,3,4,134,8,At Risk,Kolkata,West Bengal,Social Media
CUST02556,202,2,58115.8,2,3,3,233,8,Need Attention,Kolkata,West Bengal,Direct
CUST02559,46,6,129364.73,4,5,4,454,13,Champions,Mysore,Karnataka,Paid Search
CUST02560,36,2,220633.11,4,3,5,435,12,Potential Loyalist,Siliguri,West Bengal,Referral
CUST02562,22,2,83756.05,4,3,4,434,11,Potential Loyalist,Vadodara,Gujarat,Social Media
CUST02563,183,2,25699.89,2,3,2,232,7,Need Attention,Agra,Uttar Pradesh,Organic
CUST02564,138,2,57070.84,2,3,3,233,8,Need Attention,Udaipur,Rajasthan,Social Media
CUST02566,14,3,110872.1,5,4,4,544,13,Champions,Delhi,Delhi,Referral
CUST02568,169,2,82878.68,2,3,4,234,9,Need Attention,Lucknow,Uttar Pradesh,Paid Search
CUST02569,40,2,25852.5,4,3,2,432,9,Potential Loyalist,Surat,Gujarat,Email
CUST02572,144,3,26169.690000000002,2,4,2,242,8,Loyal,New Delhi,Delhi,Organic
CUST02573,7,1,55455.130000000005,5,2,3,523,10,Potential Loyalist,Surat,Gujarat,Referral
CUST02574,377,1,17966.66,1,2,2,122,5,Hibernating,Agra,Uttar Pradesh,Referral
CUST02575,2,3,142974.37,5,4,5,545,14,Champions,Jaipur,Rajasthan,Social Media
CUST02576,37,1,17689.11,4,2,2,422,8,Potential Loyalist,Vadodara,Gujarat,Direct
CUST02578,62,4,117261.12,3,5,4,354,12,Loyal,Mumbai,Maharashtra,Referral
CUST02579,65,1,67065.23,3,2,3,323,8,Promising,Delhi,Delhi,Referral
CUST02582,13,1,2315.2200000000003,5,2,1,521,8,Potential Loyalist,Udaipur,Rajasthan,Paid Search
CUST02583,268,2,123765.48000000001,1,3,4,134,8,At Risk,Surat,Gujarat,Referral
CUST02586,126,1,5319.14,2,2,1,221,5,Need Attention,Surat,Gujarat,Organic
CUST02587,43,6,282363.3,4,5,5,455,14,Champions,Delhi,Delhi,Direct
CUST02588,214,1,61359.91,2,2,3,223,7,Need Attention,Agra,Uttar Pradesh,Email
CUST02591,100,2,6398.72,3,3,1,331,7,Need Attention,Bangalore,Karnataka,Referral
CUST02592,150,3,33165.58,2,4,2,242,8,Loyal,Siliguri,West Bengal,Direct
CUST02594,25,3,96577.84,4,4,4,444,12,Champions,New Delhi,Delhi,Direct
CUST02595,23,1,103571.18,4,2,4,424,10,Potential Loyalist,Coimbatore,Tamil Nadu,Email
CUST02598,142,2,88356.79999999999,2,3,4,234,9,Need Attention,Agra,Uttar Pradesh,Social Media
CUST02600,91,5,200811.33,3,5,5,355,13,Loyal,Coimbatore,Tamil Nadu,Paid Search
CUST02601,537,2,24040.26,1,3,2,132,6,At Risk,Coimbatore,Tamil Nadu,Social Media
CUST02602,27,1,170880.69,4,2,5,425,11,Potential Loyalist,Udaipur,Rajasthan,Paid Search
CUST02604,144,2,81264.55,2,3,4,234,9,Need Attention,Vadodara,Gujarat,Direct
CUST02605,204,2,23929.31,2,3,2,232,7,Need Attention,Jodhpur,Rajasthan,Referral
CUST02609,85,5,135087.56,3,5,4,354,12,Loyal,Lucknow,Uttar Pradesh,Referral
CUST02611,4,3,50144.08,5,4,3,543,12,Loyal,Bangalore,Karnataka,Social Media
CUST02614,128,2,36072.07,2,3,2,232,7,Need Attention,Nagpur,Maharashtra,Paid Search
CUST02619,21,6,295163.3,5,5,5,555,15,Champions,Hubli,Karnataka,Organic
CUST02625,219,1,29912.9,2,2,2,222,6,Need Attention,Chennai,Tamil Nadu,Email
CUST02626,102,1,24638.19,3,2,2,322,7,Need Attention,Coimbatore,Tamil Nadu,Referral
CUST02628,19,2,128059.44,5,3,4,534,12,Potential Loyalist,Kanpur,Uttar Pradesh,Referral
CUST02631,191,1,64828.61,2,2,3,223,7,Need Attention,Nagpur,Maharashtra,Social Media
CUST02632,412,1,119805.1,1,2,4,124,7,Cannot Lose,Jaipur,Rajasthan,Social Media
CUST02633,143,3,24539.5,2,4,2,242,8,Loyal,Jodhpur,Rajasthan,Organic
CUST02634,5,2,8967.97,5,3,1,531,9,Potential Loyalist,Coimbatore,Tamil Nadu,Direct
CUST02638,349,1,97828.19,1,2,4,124,7,Cannot Lose,Siliguri,West Bengal,Email
CUST02639,63,1,55546.43,3,2,3,323,8,Promising,Lucknow,Uttar Pradesh,Direct
CUST02643,100,1,22325.74,3,2,2,322,7,Need Attention,Jodhpur,Rajasthan,Paid Search
CUST02649,16,3,85430.14000000001,5,4,4,544,13,Champions,Chennai,Tamil Nadu,Social Media
CUST02652,271,2,209314.23,1,3,5,135,9,At Risk,Bangalore,Karnataka,Organic
CUST02654,98,2,31612.609999999997,3,3,2,332,8,Need Attention,Ahmedabad,Gujarat,Direct
CUST02655,128,2,48189.91,2,3,3,233,8,Need Attention,Jaipur,Rajasthan,Paid Search
CUST02656,104,2,62092.71000000001,3,3,3,333,9,Promising,Surat,Gujarat,Email
CUST02657,42,1,7490.1,4,2,1,421,7,Potential Loyalist,Mysore,Karnataka,Referral
CUST02658,324,2,100204.73999999999,1,3,4,134,8,At Risk,Hubli,Karnataka,Organic
CUST02660,152,1,67827.01,2,2,3,223,7,Need Attention,Nagpur,Maharashtra,Email
CUST02661,136,2,48571.33,2,3,3,233,8,Need Attention,Coimbatore,Tamil Nadu,Social Media
CUST02662,31,2,49893.03,4,3,3,433,10,Potential Loyalist,Ahmedabad,Gujarat,Paid Search
CUST02663,2,3,59228.82,5,4,3,543,12,Loyal,Madurai,Tamil Nadu,Email
CUST02667,37,2,128618.82,4,3,4,434,11,Potential Loyalist,Mumbai,Maharashtra,Paid Search
CUST02669,27,1,64929.01,4,2,3,423,9,Potential Loyalist,Hubli,Karnataka,Email
CUST02670,321,2,131371.0,1,3,4,134,8,At Risk,Ahmedabad,Gujarat,Referral
CUST02672,155,7,204311.96,2,5,5,255,12,Loyal,Mumbai,Maharashtra,Organic
CUST02674,259,1,1579.7,1,2,1,121,4,Hibernating,Lucknow,Uttar Pradesh,Organic
CUST02676,74,5,220482.84,3,5,5,355,13,Loyal,Nagpur,Maharashtra,Referral
CUST02679,91,3,157306.83000000002,3,4,5,345,12,Loyal,Surat,Gujarat,Paid Search
CUST02684,642,1,1531.95,1,2,1,121,4,Hibernating,Lucknow,Uttar Pradesh,Social Media
CUST02685,144,1,36621.04,2,2,2,222,6,Need Attention,Coimbatore,Tamil Nadu,Paid Search
CUST02686,127,4,167902.86,2,5,5,255,12,Loyal,Udaipur,Rajasthan,Organic
CUST02687,41,2,16888.91,4,3,2,432,9,Potential Loyalist,Mysore,Karnataka,Email
CUST02691,168,3,239583.13,2,4,5,245,11,Loyal,Bangalore,Karnataka,Social Media
CUST02695,151,1,58361.93,2,2,3,223,7,Need Attention,Madurai,Tamil Nadu,Referral
CUST02696,5,1,17469.87,5,2,2,522,9,Potential Loyalist,Bangalore,Karnataka,Referral
CUST02698,130,2,20059.66,2,3,2,232,7,Need Attention,Pune,Maharashtra,Email
CUST02699,187,1,43119.25,2,2,2,222,6,Need Attention,Pune,Maharashtra,Referral
CUST02701,27,2,292078.0,4,3,5,435,12,Potential Loyalist,Kolkata,West Bengal,Direct
CUST02704,3,3,63385.76,5,4,3,543,12,Loyal,Siliguri,West Bengal,Direct
CUST02705,156,1,4536.29,2,2,1,221,5,Need Attention,Hubli,Karnataka,Referral
CUST02706,4,5,304784.85000000003,5,5,5,555,15,Champions,Agra,Uttar Pradesh,Referral
CUST02707,0,4,199870.01,5,5,5,555,15,Champions,Lucknow,Uttar Pradesh,Referral
CUST02713,69,1,54638.94,3,2,3,323,8,Promising,Surat,Gujarat,Paid Search
CUST02715,107,2,205350.36,3,3,5,335,11,Promising,Surat,Gujarat,Direct
CUST02722,45,1,4248.65,4,2,1,421,7,Potential Loyalist,Chennai,Tamil Nadu,Direct
CUST02725,8,2,63863.450000000004,5,3,3,533,11,Potential Loyalist,Hubli,Karnataka,Referral
CUST02726,34,2,50716.119999999995,4,3,3,433,10,Potential Loyalist,Bangalore,Karnataka,Paid Search
CUST02727,92,2,164565.25,3,3,5,335,11,Promising,Vadodara,Gujarat,Referral
CUST02728,99,4,142744.96,3,5,5,355,13,Loyal,Siliguri,West Bengal,Paid Search
CUST02730,0,1,97901.16,5,2,4,524,11,Potential Loyalist,Jodhpur,Rajasthan,Email
CUST02731,8,2,97482.84999999999,5,3,4,534,12,Potential Loyalist,Ahmedabad,Gujarat,Social Media
CUST02735,14,3,47662.53,5,4,3,543,12,Loyal,Madurai,Tamil Nadu,Email
CUST02737,163,3,140057.28,2,4,4,244,10,Loyal,Udaipur,Rajasthan,Email
CUST02738,320,1,137665.2,1,2,4,124,7,Cannot Lose,Surat,Gujarat,Paid Search
CUST02740,159,1,45844.31,2,2,3,223,7,Need Attention,Jodhpur,Rajasthan,Direct
CUST02742,11,1,1052.37,5,2,1,521,8,Potential Loyalist,Mysore,Karnataka,Email
CUST02743,464,1,2653.18,1,2,1,121,4,Hibernating,Vadodara,Gujarat,Referral
CUST02744,139,1,3518.55,2,2,1,221,5,Need Attention,Jodhpur,Rajasthan,Paid Search
CUST02745,1,5,151585.63,5,5,5,555,15,Champions,Coimbatore,Tamil Nadu,Direct
CUST02748,47,4,333159.79,4,5,5,455,14,Champions,Delhi,Delhi,Direct
CUST02749,431,1,2936.75,1,2,1,121,4,Hibernating,Jaipur,Rajasthan,Paid Search
CUST02753,5,1,3663.63,5,2,1,521,8,Potential Loyalist,Siliguri,West Bengal,Social Media
CUST02754,402,1,67766.24,1,2,3,123,6,Hibernating,Madurai,Tamil Nadu,Social Media
CUST02755,153,1,2680.51,2,2,1,221,5,Need Attention,Vadodara,Gujarat,Email
CUST02756,29,4,117573.47,4,5,4,454,13,Champions,Mumbai,Maharashtra,Direct
CUST02758,1,6,162883.6,5,5,5,555,15,Champions,Udaipur,Rajasthan,Paid Search
CUST02759,172,2,134794.05,2,3,4,234,9,Need Attention,Bangalore,Karnataka,Organic
CUST02761,260,2,57314.770000000004,1,3,3,133,7,At Risk,Surat,Gujarat,Paid Search
CUST02764,209,1,4657.93,2,2,1,221,5,Need Attention,Siliguri,West Bengal,Social Media
CUST02765,23,7,277292.76,4,5,5,455,14,Champions,New Delhi,Delhi,Organic
CUST02767,296,2,241335.44999999998,1,3,5,135,9,At Risk,Ahmedabad,Gujarat,Social Media
CUST02768,10,6,107761.88,5,5,4,554,14,Champions,Mysore,Karnataka,Social Media
CUST02770,120,2,98435.34999999999,3,3,4,334,10,Promising,Bangalore,Karnataka,Direct
CUST02775,134,4,146610.68000000002,2,5,5,255,12,Loyal,Udaipur,Rajasthan,Paid Search
CUST02776,138,1,2048.86,2,2,1,221,5,Need Attention,Hubli,Karnataka,Direct
CUST02777,208,2,4207.72,2,3,1,231,6,Need Attention,Siliguri,West Bengal,Social Media
CUST02779,32,1,19543.699999999997,4,2,2,422,8,Potential Loyalist,Hubli,Karnataka,Paid Search
CUST02783,554,2,102616.1,1,3,4,134,8,At Risk,Kolkata,West Bengal,Direct
CUST02785,157,1,19024.760000000002,2,2,2,222,6,Need Attention,Mumbai,Maharashtra,Paid Search
CUST02786,221,2,8644.18,2,3,1,231,6,Need Attention,Madurai,Tamil Nadu,Paid Search
CUST02787,42,3,25842.15,4,4,2,442,10,Loyal,Delhi,Delhi,Paid Search
CUST02791,321,1,31519.93,1,2,2,122,5,Hibernating,Agra,Uttar Pradesh,Referral
CUST02792,55,2,206640.47999999998,4,3,5,435,12,Potential Loyalist,Madurai,Tamil Nadu,Social Media
CUST02793,126,2,118894.97,2,3,4,234,9,Need Attention,Delhi,Delhi,Paid Search
CUST02794,85,1,19540.83,3,2,2,322,7,Need Attention,Jodhpur,Rajasthan,Direct
CUST02797,189,2,11113.849999999999,2,3,1,231,6,Need Attention,Ahmedabad,Gujarat,Direct
CUST02798,561,1,57180.600000000006,1,2,3,123,6,Hibernating,Delhi,Delhi,Social Media
CUST02799,7,1,65154.47,5,2,3,523,10,Potential Loyalist,Vadodara,Gujarat,Referral
CUST02800,8,1,1060.15,5,2,1,521,8,Potential Loyalist,Jodhpur,Rajasthan,Email
CUST02801,164,4,154346.77,2,5,5,255,12,Loyal,Chennai,Tamil Nadu,Social Media
CUST02802,91,1,52117.53,3,2,3,323,8,Promising,Coimbatore,Tamil Nadu,Organic
CUST02803,4,3,91243.08,5,4,4,544,13,Champions,Agra,Uttar Pradesh,Social Media
CUST02804,83,2,138061.55,3,3,4,334,10,Promising,Jodhpur,Rajasthan,Referral
CUST02805,385,1,16997.42,1,2,2,122,5,Hibernating,Kanpur,Uttar Pradesh,Direct
CUST02806,4,2,146569.32,5,3,5,535,13,Potential Loyalist,Pune,Maharashtra,Referral
CUST02808,57,2,69018.49,4,3,3,433,10,Potential Loyalist,Ahmedabad,Gujarat,Email
CUST02811,117,2,62833.96000000001,3,3,3,333,9,Promising,Coimbatore,Tamil Nadu,Email
CUST02812,73,5,108785.08,3,5,4,354,12,Loyal,Kolkata,West Bengal,Social Media
CUST02813,47,1,33616.17,4,2,2,422,8,Potential Loyalist,Surat,Gujarat,Paid Search
CUST02815,293,1,20092.17,1,2,2,122,5,Hibernating,Hubli,Karnataka,Referral
CUST02816,387,3,105275.0,1,4,4,144,9,Loyal,Delhi,Delhi,Social Media
CUST02817,5,1,9168.87,5,2,1,521,8,Potential Loyalist,Chennai,Tamil Nadu,Social Media
CUST02822,82,1,68429.86,3,2,3,323,8,Promising,Madurai,Tamil Nadu,Social Media
CUST02823,168,4,182946.0,2,5,5,255,12,Loyal,Pune,Maharashtra,Social Media
CUST02824,23,1,45439.63,4,2,3,423,9,Potential Loyalist,Mysore,Karnataka,Direct
CUST02826,135,2,80045.12000000001,2,3,4,234,9,Need Attention,Siliguri,West Bengal,Referral
CUST02828,16,2,139018.65000000002,5,3,4,534,12,Potential Loyalist,Siliguri,West Bengal,Email
CUST02829,62,2,184295.53,3,3,5,335,11,Promising,Jaipur,Rajasthan,Email
CUST02830,30,2,120617.85999999999,4,3,4,434,11,Potential Loyalist,Coimbatore,Tamil Nadu,Social Media
CUST02832,84,2,77781.35,3,3,4,334,10,Promising,Bangalore,Karnataka,Email
CUST02834,108,2,13235.29,3,3,1,331,7,Need Attention,Siliguri,West Bengal,Email
CUST02836,146,2,130101.68000000001,2,3,4,234,9,Need Attention,Agra,Uttar Pradesh,Social Media
CUST02839,22,5,174706.04,4,5,5,455,14,Champions,Udaipur,Rajasthan,Referral
CUST02840,340,1,68557.85,1,2,3,123,6,Hibernating,Coimbatore,Tamil Nadu,Referral
CUST02841,274,2,60748.41,1,3,3,133,7,At Risk,Bangalore,Karnataka,Referral
CUST02842,46,4,214935.09999999998,4,5,5,455,14,Champions,Kolkata,West Bengal,Organic
CUST02843,620,2,233470.72,1,3,5,135,9,At Risk,Bangalore,Karnataka,Paid Search
CUST02846,0,2,56215.8,5,3,3,533,11,Potential Loyalist,Kolkata,West Bengal,Social Media
CUST02848,366,1,2622.09,1,2,1,121,4,Hibernating,Vadodara,Gujarat,Social Media
CUST02849,22,1,8957.88,4,2,1,421,7,Potential Loyalist,New Delhi,Delhi,Social Media
CUST02850,52,3,122619.54,4,4,4,444,12,Champions,Madurai,Tamil Nadu,Direct
CUST02851,97,6,188976.03,3,5,5,355,13,Loyal,Kanpur,Uttar Pradesh,Referral
CUST02853,160,1,1855.95,2,2,1,221,5,Need Attention,Pune,Maharashtra,Referral
CUST02854,23,1,56157.990000000005,4,2,3,423,9,Potential Loyalist,Jaipur,Rajasthan,Organic
CUST02856,23,5,108222.63,4,5,4,454,13,Champions,Jodhpur,Rajasthan,Organic
CUST02857,295,1,44658.06,1,2,3,123,6,Hibernating,Udaipur,Rajasthan,Paid Search
CUST02858,60,4,412330.19,3,5,5,355,13,Loyal,Coimbatore,Tamil Nadu,Direct
CUST02860,540,1,56070.740000000005,1,2,3,123,6,Hibernating,Kanpur,Uttar Pradesh,Email
CUST02862,78,4,165166.91,3,5,5,355,13,Loyal,Coimbatore,Tamil Nadu,Paid Search
CUST02865,51,1,98321.45999999999,4,2,4,424,10,Potential Loyalist,Agra,Uttar Pradesh,Email
CUST02868,159,1,36823.009999999995,2,2,2,222,6,Need Attention,Jaipur,Rajasthan,Social Media
CUST02872,362,2,92349.21,1,3,4,134,8,At Risk,Surat,Gujarat,Email
CUST02874,361,1,8917.87,1,2,1,121,4,Hibernating,Agra,Uttar Pradesh,Paid Search
CUST02875,79,1,60750.29,3,2,3,323,8,Promising,Jodhpur,Rajasthan,Direct
CUST02876,212,1,18927.56,2,2,2,222,6,Need Attention,Hubli,Karnataka,Referral
CUST02879,275,2,88073.39,1,3,4,134,8,At Risk,Coimbatore,Tamil Nadu,Social Media
CUST02880,85,1,78138.1,3,2,4,324,9,Promising,Mumbai,Maharashtra,Referral
CUST02881,2,3,93801.36,5,4,4,544,13,Champions,Chennai,Tamil Nadu,Email
CUST02882,33,2,10322.41,4,3,1,431,8,Potential Loyalist,Mysore,Karnataka,Social Media
CUST02886,70,3,121449.54999999999,3,4,4,344,11,Loyal,Nagpur,Maharashtra,Referral
CUST02890,96,2,276676.08999999997,3,3,5,335,11,Promising,Bangalore,Karnataka,Referral
CUST02893,150,2,4959.51,2,3,1,231,6,Need Attention,Vadodara,Gujarat,Social Media
CUST02894,45,3,231225.55,4,4,5,445,13,Champions,Vadodara,Gujarat,Organic
CUST02895,462,1,84224.23,1,2,4,124,7,Cannot Lose,Kolkata,West Bengal,Organic
CUST02898,432,2,124493.87000000001,1,3,4,134,8,At Risk,Kolkata,West Bengal,Direct
CUST02900,376,4,188729.23,1,5,5,155,11,Loyal,Surat,Gujarat,Email
CUST02901,48,8,142110.02,4,5,4,454,13,Champions,Jaipur,Rajasthan,Organic
CUST02902,50,3,241060.44999999998,4,4,5,445,13,Champions,Bangalore,Karnataka,Social Media
CUST02903,144,1,63399.6,2,2,3,223,7,Need Attention,Mumbai,Maharashtra,Organic
CUST02905,40,5,304018.51,4,5,5,455,14,Champions,Agra,Uttar Pradesh,Direct
CUST02906,7,3,101423.86,5,4,4,544,13,Champions,Delhi,Delhi,Organic
CUST02909,17,1,8236.65,5,2,1,521,8,Potential Loyalist,Chennai,Tamil Nadu,Social Media
CUST02910,378,1,13075.07,1,2,1,121,4,Hibernating,Jodhpur,Rajasthan,Organic
CUST02911,101,3,23439.53,3,4,2,342,9,Loyal,Surat,Gujarat,Direct
CUST02912,62,2,202680.59,3,3,5,335,11,Promising,New Delhi,Delhi,Email
CUST02913,272,2,170101.75999999998,1,3,5,135,9,At Risk,Madurai,Tamil Nadu,Referral
CUST02916,52,2,307481.21,4,3,5,435,12,Potential Loyalist,Coimbatore,Tamil Nadu,Social Media
CUST02917,27,1,20279.99,4,2,2,422,8,Potential Loyalist,Delhi,Delhi,Paid Search
CUST02918,44,2,366997.74,4,3,5,435,12,Potential Loyalist,Surat,Gujarat,Email
CUST02920,55,2,12105.810000000001,4,3,1,431,8,Potential Loyalist,Ahmedabad,Gujarat,Paid Search
CUST02921,424,1,10191.26,1,2,1,121,4,Hibernating,Surat,Gujarat,Direct
CUST02922,276,3,25275.68,1,4,2,142,7,Loyal,Surat,Gujarat,Paid Search
CUST02924,24,5,253050.38,4,5,5,455,14,Champions,Siliguri,West Bengal,Referral
CUST02925,1,1,5116.36,5,2,1,521,8,Potential Loyalist,Vadodara,Gujarat,Social Media
CUST02926,52,2,105520.71,4,3,4,434,11,Potential Loyalist,Siliguri,West Bengal,Organic
CUST02930,124,2,4301.08,2,3,1,231,6,Need Attention,New Delhi,Delhi,Direct
CUST02935,45,1,3441.12,4,2,1,421,7,Potential Loyalist,Hubli,Karnataka,Paid Search
CUST02937,175,1,5505.25,2,2,1,221,5,Need Attention,Mysore,Karnataka,Email
CUST02940,346,2,72115.92000000001,1,3,3,133,7,At Risk,Delhi,Delhi,Social Media
