customer_id,total_revenue,avg_order_value,order_count,first_order,last_order,customer_lifetime_days,signup_date,state,acquisition_channel,age,gender,historical_clv,purchase_frequency,clv_segment
CUST02572,26169.690000000002,8723.230000000001,3,2023-08-29,2024-08-08,346,2023-04-30,Delhi,Organic,37,Other,26169.690000000002,0.2393617021276596,Low
CUST02573,55455.130000000005,55455.130000000005,1,2024-12-23,2024-12-23,1,2024-10-14,Gujarat,Referral,65,F,55455.130000000005,0.9677419354838709,Medium
CUST02574,17966.66,17966.66,1,2023-12-19,2023-12-19,1,2023-12-18,Uttar Pradesh,Referral,34,F,17966.66,0.9677419354838709,Low
CUST02575,142974.37,47658.12333333333,3,2024-10-16,2024-12-28,74,2024-09-20,Rajasthan,Social Media,37,Other,142974.37,0.8653846153846153,Very High
CUST02576,17689.11,17689.11,1,2024-11-23,2024-11-23,1,2024-01-16,Gujarat,Direct,56,F,17689.11,0.9677419354838709,Low
CUST02578,117261.12,29315.28,4,2023-09-16,2024-10-29,410,2023-07-05,Maharashtra,Referral,32,Other,117261.12,0.27272727272727276,High
CUST02579,67065.23,67065.23,1,2024-10-26,2024-10-26,1,2024-04-07,Delhi,Referral,19,M,67065.23,0.9677419354838709,Medium
CUST02582,2315.2200000000003,2315.2200000000003,1,2024-12-17,2024-12-17,1,2024-09-10,Rajasthan,Paid Search,34,Other,2315.2200000000003,0.9677419354838709,Very Low
CUST02583,123765.48000000001,61882.740000000005,2,2024-01-19,2024-04-06,79,2023-05-14,Gujarat,Referral,55,F,123765.48000000001,0.5504587155963303,High
CUST02586,5319.14,5319.14,1,2024-08-26,2024-08-26,1,2023-04-12,Gujarat,Organic,18,F,5319.14,0.9677419354838709,Very Low
CUST02587,282363.3,47060.549999999996,6,2024-09-07,2024-11-17,72,2024-08-13,Delhi,Direct,27,Other,282363.3,1.7647058823529411,Very High
CUST02588,61359.91,61359.91,1,2024-05-30,2024-05-30,1,2023-12-04,Uttar Pradesh,Email,60,M,61359.91,0.9677419354838709,Medium
CUST02591,6398.72,3199.36,2,2024-08-10,2024-09-21,43,2024-02-23,Karnataka,Referral,37,M,6398.72,0.821917808219178,Very Low
CUST02592,33165.58,11055.193333333335,3,2024-02-26,2024-08-02,159,2023-07-18,West Bengal,Direct,18,M,33165.58,0.4761904761904762,Low
CUST02594,96577.84,32192.61333333333,3,2024-10-31,2024-12-05,36,2024-09-07,Delhi,Direct,35,M,96577.84,1.3636363636363635,High
CUST02595,103571.18,103571.18,1,2024-12-07,2024-12-07,1,2024-11-28,Tamil Nadu,Email,23,F,103571.18,0.9677419354838709,High
CUST02598,88356.79999999999,44178.399999999994,2,2024-03-17,2024-08-10,147,2023-07-02,Uttar Pradesh,Social Media,29,Other,88356.79999999999,0.3389830508474576,High
CUST02600,200811.33,40162.265999999996,5,2024-02-17,2024-09-30,227,2023-12-12,Tamil Nadu,Paid Search,44,Other,200811.33,0.5836575875486382,Very High
CUST02601,24040.26,12020.13,2,2023-07-05,2023-07-12,8,2023-03-27,Tamil Nadu,Social Media,23,F,24040.26,1.5789473684210527,Low
CUST02602,170880.69,170880.69,1,2024-12-03,2024-12-03,1,2024-08-17,Rajasthan,Paid Search,42,F,170880.69,0.9677419354838709,Very High
CUST02604,81264.55,40632.275,2,2023-12-27,2024-08-08,226,2023-12-11,Gujarat,Direct,63,F,81264.55,0.234375,High
CUST02605,23929.31,11964.655,2,2024-04-17,2024-06-09,54,2024-03-09,Rajasthan,Referral,47,F,23929.31,0.7142857142857143,Low
CUST02609,135087.56,27017.512,5,2024-04-18,2024-10-06,172,2024-03-07,Uttar Pradesh,Referral,26,F,135087.56,0.7425742574257426,High
CUST02611,50144.08,16714.693333333333,3,2024-09-13,2024-12-26,105,2024-06-06,Karnataka,Social Media,59,M,50144.08,0.6666666666666666,Medium
CUST02614,36072.07,18036.035,2,2024-06-20,2024-08-24,66,2023-11-28,Maharashtra,Paid Search,51,M,36072.07,0.625,Low
CUST02619,295163.3,49193.88333333333,6,2024-02-04,2024-12-09,310,2023-11-24,Karnataka,Organic,33,M,295163.3,0.5294117647058824,Very High
CUST02625,29912.9,29912.9,1,2024-05-25,2024-05-25,1,2023-10-16,Tamil Nadu,Email,65,Other,29912.9,0.9677419354838709,Low
CUST02626,24638.19,24638.19,1,2024-09-19,2024-09-19,1,2024-07-29,Tamil Nadu,Referral,36,F,24638.19,0.9677419354838709,Low
CUST02628,128059.44,64029.72,2,2024-12-08,2024-12-11,4,2024-11-18,Uttar Pradesh,Referral,62,M,128059.44,1.7647058823529411,High
CUST02631,64828.61,64828.61,1,2024-06-22,2024-06-22,1,2024-03-24,Maharashtra,Social Media,20,Other,64828.61,0.9677419354838709,Medium
CUST02632,119805.1,119805.1,1,2023-11-14,2023-11-14,1,2023-07-26,Rajasthan,Social Media,26,F,119805.1,0.9677419354838709,High
CUST02633,24539.5,8179.833333333333,3,2023-12-19,2024-08-09,235,2023-11-08,Rajasthan,Organic,28,F,24539.5,0.339622641509434,Low
CUST02634,8967.97,4483.985,2,2024-12-22,2024-12-25,4,2024-12-15,Tamil Nadu,Direct,51,F,8967.97,1.7647058823529411,Very Low
CUST02638,97828.19,97828.19,1,2024-01-16,2024-01-16,1,2023-05-27,West Bengal,Email,60,M,97828.19,0.9677419354838709,High
CUST02639,55546.43,55546.43,1,2024-10-28,2024-10-28,1,2024-10-05,Uttar Pradesh,Direct,38,Other,55546.43,0.9677419354838709,Medium
CUST02643,22325.74,22325.74,1,2024-09-21,2024-09-21,1,2024-04-16,Rajasthan,Paid Search,64,M,22325.74,0.9677419354838709,Low
CUST02649,85430.14000000001,28476.713333333337,3,2024-11-29,2024-12-14,16,2024-10-23,Tamil Nadu,Social Media,49,F,85430.14000000001,1.956521739130435,High
CUST02652,209314.23,104657.115,2,2023-06-21,2024-04-03,288,2023-05-12,Karnataka,Organic,26,M,209314.23,0.18867924528301888,Very High
CUST02654,31612.609999999997,15806.304999999998,2,2024-07-27,2024-09-23,59,2024-03-22,Gujarat,Direct,64,Other,31612.609999999997,0.6741573033707865,Low
CUST02655,48189.91,24094.955,2,2024-04-14,2024-08-24,133,2024-02-02,Rajasthan,Paid Search,54,F,48189.91,0.36809815950920244,Medium
CUST02656,62092.71000000001,31046.355000000003,2,2024-09-04,2024-09-17,14,2024-05-12,Gujarat,Email,53,M,62092.71000000001,1.3636363636363635,Medium
CUST02657,7490.1,7490.1,1,2024-11-18,2024-11-18,1,2024-01-04,Karnataka,Referral,58,F,7490.1,0.9677419354838709,Very Low
CUST02658,100204.73999999999,50102.369999999995,2,2023-10-15,2024-02-10,119,2023-09-17,Karnataka,Organic,26,Other,100204.73999999999,0.40268456375838924,High
CUST02660,67827.01,67827.01,1,2024-07-31,2024-07-31,1,2024-07-14,Maharashtra,Email,39,M,67827.01,0.9677419354838709,Medium
CUST02661,48571.33,24285.665,2,2024-06-25,2024-08-16,53,2024-03-31,Tamil Nadu,Social Media,42,Other,48571.33,0.7228915662650602,Medium
CUST02662,49893.03,24946.515,2,2024-08-16,2024-11-29,106,2024-08-09,Gujarat,Paid Search,36,M,49893.03,0.4411764705882353,Medium
CUST02663,59228.82,19742.94,3,2024-10-02,2024-12-28,88,2024-04-14,Tamil Nadu,Email,50,F,59228.82,0.7627118644067797,Medium
CUST02667,128618.82,64309.41,2,2024-10-26,2024-11-23,29,2024-05-01,Maharashtra,Paid Search,53,Other,128618.82,1.0169491525423728,High
CUST02669,64929.01,64929.01,1,2024-12-03,2024-12-03,1,2024-11-05,Karnataka,Email,62,M,64929.01,0.9677419354838709,Medium
CUST02670,131371.0,65685.5,2,2023-12-02,2024-02-13,74,2023-07-19,Gujarat,Referral,56,Other,131371.0,0.5769230769230769,High
CUST02672,204311.96,29187.422857142858,7,2023-10-20,2024-07-28,283,2023-10-18,Maharashtra,Organic,49,Other,204311.96,0.6709265175718849,Very High
CUST02674,1579.7,1579.7,1,2024-04-15,2024-04-15,1,2023-08-23,Uttar Pradesh,Organic,21,M,1579.7,0.9677419354838709,Very Low
CUST02676,220482.84,44096.568,5,2024-03-15,2024-10-17,217,2023-10-05,Maharashtra,Referral,21,F,220482.84,0.6072874493927125,Very High
CUST02679,157306.83000000002,52435.61000000001,3,2023-12-07,2024-09-30,299,2023-10-26,Gujarat,Paid Search,39,F,157306.83000000002,0.2735562310030395,Very High
CUST02684,1531.95,1531.95,1,2023-03-29,2023-03-29,1,2023-01-24,Uttar Pradesh,Social Media,40,Other,1531.95,0.9677419354838709,Very Low
CUST02685,36621.04,36621.04,1,2024-08-08,2024-08-08,1,2024-08-01,Tamil Nadu,Paid Search,56,F,36621.04,0.9677419354838709,Low
CUST02686,167902.86,41975.715,4,2024-01-27,2024-08-25,212,2023-03-19,Rajasthan,Organic,60,M,167902.86,0.49586776859504134,Very High
CUST02687,16888.91,8444.455,2,2024-08-29,2024-11-19,83,2024-08-23,Karnataka,Email,31,F,16888.91,0.5309734513274337,Low
CUST02691,239583.13,79861.04333333333,3,2023-06-22,2024-07-15,390,2023-05-24,Karnataka,Social Media,44,Other,239583.13,0.21428571428571427,Very High
CUST02695,58361.93,58361.93,1,2024-08-01,2024-08-01,1,2023-06-08,Tamil Nadu,Referral,59,F,58361.93,0.9677419354838709,Medium
CUST02696,17469.87,17469.87,1,2024-12-25,2024-12-25,1,2024-12-22,Karnataka,Referral,20,F,17469.87,0.9677419354838709,Low
CUST02698,20059.66,10029.83,2,2024-06-07,2024-08-22,77,2024-05-03,Maharashtra,Email,42,F,20059.66,0.5607476635514018,Low
CUST02699,43119.25,43119.25,1,2024-06-26,2024-06-26,1,2023-09-15,Maharashtra,Referral,46,M,43119.25,0.9677419354838709,Low
CUST02701,292078.0,146039.0,2,2024-09-18,2024-12-03,77,2023-08-22,West Bengal,Direct,37,M,292078.0,0.5607476635514018,Very High
CUST02704,63385.76,21128.586666666666,3,2024-12-05,2024-12-27,23,2024-11-16,West Bengal,Direct,65,M,63385.76,1.6981132075471699,Medium
CUST02705,4536.29,4536.29,1,2024-07-27,2024-07-27,1,2023-06-25,Karnataka,Referral,64,Other,4536.29,0.9677419354838709,Very Low
CUST02706,304784.85000000003,60956.97000000001,5,2024-11-11,2024-12-26,46,2024-11-05,Uttar Pradesh,Referral,45,Other,304784.85000000003,1.973684210526316,Very High
CUST02707,199870.01,49967.5025,4,2023-09-10,2024-12-30,478,2023-01-20,Uttar Pradesh,Referral,47,Other,199870.01,0.23622047244094488,Very High
CUST02713,54638.94,54638.94,1,2024-10-22,2024-10-22,1,2024-07-01,Gujarat,Paid Search,46,F,54638.94,0.9677419354838709,Medium
CUST02715,205350.36,102675.18,2,2024-04-21,2024-09-14,147,2023-06-16,Gujarat,Direct,53,M,205350.36,0.3389830508474576,Very High
CUST02722,4248.65,4248.65,1,2024-11-15,2024-11-15,1,2024-04-16,Tamil Nadu,Direct,34,F,4248.65,0.9677419354838709,Very Low
CUST02725,63863.450000000004,31931.725000000002,2,2024-12-08,2024-12-22,15,2024-06-27,Karnataka,Referral,25,Other,63863.450000000004,1.3333333333333333,Medium
CUST02726,50716.119999999995,25358.059999999998,2,2024-05-10,2024-11-26,201,2023-08-23,Karnataka,Paid Search,38,Other,50716.119999999995,0.2597402597402597,Medium
CUST02727,164565.25,82282.625,2,2024-08-26,2024-09-29,35,2024-03-04,Gujarat,Referral,22,Other,164565.25,0.9230769230769229,Very High
CUST02728,142744.96,35686.24,4,2023-12-10,2024-09-22,288,2023-09-13,West Bengal,Paid Search,19,F,142744.96,0.37735849056603776,Very High
CUST02730,97901.16,97901.16,1,2024-12-30,2024-12-30,1,2024-09-18,Rajasthan,Email,19,M,97901.16,0.9677419354838709,High
CUST02731,97482.84999999999,48741.424999999996,2,2024-12-14,2024-12-22,9,2024-10-03,Gujarat,Social Media,27,Other,97482.84999999999,1.5384615384615383,High
CUST02735,47662.53,15887.51,3,2024-10-08,2024-12-16,70,2024-08-17,Tamil Nadu,Email,54,Other,47662.53,0.8999999999999999,Medium
CUST02737,140057.28,46685.76,3,2023-05-21,2024-07-20,427,2023-04-15,Rajasthan,Email,51,F,140057.28,0.19693654266958427,High
CUST02738,137665.2,137665.2,1,2024-02-14,2024-02-14,1,2023-01-20,Gujarat,Paid Search,54,F,137665.2,0.9677419354838709,High
CUST02740,45844.31,45844.31,1,2024-07-24,2024-07-24,1,2023-08-17,Rajasthan,Direct,25,Other,45844.31,0.9677419354838709,Medium
CUST02742,1052.37,1052.37,1,2024-12-19,2024-12-19,1,2024-10-06,Karnataka,Email,50,M,1052.37,0.9677419354838709,Very Low
CUST02743,2653.18,2653.18,1,2023-09-23,2023-09-23,1,2023-08-20,Gujarat,Referral,56,M,2653.18,0.9677419354838709,Very Low
CUST02744,3518.55,3518.55,1,2024-08-13,2024-08-13,1,2024-08-12,Rajasthan,Paid Search,54,M,3518.55,0.9677419354838709,Very Low
CUST02745,151585.63,30317.126,5,2024-11-13,2024-12-29,47,2024-09-11,Tamil Nadu,Direct,55,Other,151585.63,1.9480519480519483,Very High
CUST02748,333159.79,83289.9475,4,2024-10-21,2024-11-13,24,2024-07-30,Delhi,Direct,30,M,333159.79,2.2222222222222223,Very High
CUST02749,2936.75,2936.75,1,2023-10-26,2023-10-26,1,2023-09-14,Rajasthan,Paid Search,25,F,2936.75,0.9677419354838709,Very Low
CUST02753,3663.63,3663.63,1,2024-12-25,2024-12-25,1,2023-11-25,West Bengal,Social Media,26,F,3663.63,0.9677419354838709,Very Low
CUST02754,67766.24,67766.24,1,2023-11-24,2023-11-24,1,2023-11-14,Tamil Nadu,Social Media,25,F,67766.24,0.9677419354838709,Medium
CUST02755,2680.51,2680.51,1,2024-07-30,2024-07-30,1,2023-05-17,Gujarat,Email,57,M,2680.51,0.9677419354838709,Very Low
CUST02756,117573.47,29393.3675,4,2023-12-16,2024-12-01,352,2023-09-26,Maharashtra,Direct,40,F,117573.47,0.31413612565445026,High
CUST02758,162883.6,27147.266666666666,6,2024-11-13,2024-12-29,47,2024-10-27,Rajasthan,Paid Search,64,M,162883.6,2.337662337662338,Very High
CUST02759,134794.05,67397.025,2,2024-06-20,2024-07-11,22,2023-12-28,Karnataka,Organic,55,Other,134794.05,1.1538461538461537,High
CUST02761,57314.770000000004,28657.385000000002,2,2023-10-06,2024-04-14,192,2023-07-30,Gujarat,Paid Search,50,Other,57314.770000000004,0.27027027027027023,Medium
CUST02764,4657.93,4657.93,1,2024-06-04,2024-06-04,1,2024-03-11,West Bengal,Social Media,42,F,4657.93,0.9677419354838709,Very Low
CUST02765,277292.76,39613.25142857143,7,2024-01-02,2024-12-07,341,2023-12-04,Delhi,Organic,65,Other,277292.76,0.5660377358490566,Very High
CUST02767,241335.44999999998,120667.72499999999,2,2024-03-07,2024-03-09,3,2023-07-22,Gujarat,Social Media,36,M,241335.44999999998,1.8181818181818181,Very High
CUST02768,107761.88,17960.313333333335,6,2024-02-18,2024-12-20,307,2023-02-27,Karnataka,Social Media,49,F,107761.88,0.5341246290801187,High
CUST02770,98435.34999999999,49217.674999999996,2,2024-07-17,2024-09-01,47,2024-05-15,Karnataka,Direct,35,M,98435.34999999999,0.7792207792207793,High
CUST02775,146610.68000000002,36652.670000000006,4,2024-06-23,2024-08-18,57,2024-06-23,Rajasthan,Paid Search,47,F,146610.68000000002,1.3793103448275863,Very High
CUST02776,2048.86,2048.86,1,2024-08-14,2024-08-14,1,2024-02-18,Karnataka,Direct,25,F,2048.86,0.9677419354838709,Very Low
CUST02777,4207.72,2103.86,2,2024-03-22,2024-06-05,76,2024-01-27,West Bengal,Social Media,23,M,4207.72,0.5660377358490566,Very Low
CUST02779,19543.699999999997,19543.699999999997,1,2024-11-28,2024-11-28,1,2023-10-09,Karnataka,Paid Search,64,M,19543.699999999997,0.9677419354838709,Low
CUST02783,102616.1,51308.05,2,2023-03-21,2023-06-25,97,2023-01-28,West Bengal,Direct,51,F,102616.1,0.47244094488188976,High
CUST02785,19024.760000000002,19024.760000000002,1,2024-07-26,2024-07-26,1,2024-03-31,Maharashtra,Paid Search,55,F,19024.760000000002,0.9677419354838709,Low
CUST02786,8644.18,4322.09,2,2023-09-05,2024-05-23,262,2023-03-16,Tamil Nadu,Paid Search,34,F,8644.18,0.20547945205479454,Very Low
CUST02787,25842.15,8614.050000000001,3,2024-08-13,2024-11-18,98,2023-04-17,Delhi,Paid Search,64,F,25842.15,0.703125,Low
CUST02791,31519.93,31519.93,1,2024-02-13,2024-02-13,1,2023-09-03,Uttar Pradesh,Referral,58,Other,31519.93,0.9677419354838709,Low
CUST02792,206640.47999999998,103320.23999999999,2,2023-12-06,2024-11-05,336,2023-11-06,Tamil Nadu,Social Media,48,Other,206640.47999999998,0.1639344262295082,Very High
CUST02793,118894.97,59447.485,2,2024-06-23,2024-08-26,65,2023-08-30,Delhi,Paid Search,36,Other,118894.97,0.6315789473684211,High
CUST02794,19540.83,19540.83,1,2024-10-06,2024-10-06,1,2023-06-20,Rajasthan,Direct,43,Other,19540.83,0.9677419354838709,Low
CUST02797,11113.849999999999,5556.924999999999,2,2024-03-21,2024-06-24,96,2024-02-08,Gujarat,Direct,45,M,11113.849999999999,0.47619047619047616,Very Low
CUST02798,57180.600000000006,57180.600000000006,1,2023-06-18,2023-06-18,1,2023-03-18,Delhi,Social Media,60,M,57180.600000000006,0.9677419354838709,Medium
CUST02799,65154.47,65154.47,1,2024-12-23,2024-12-23,1,2024-06-03,Gujarat,Referral,63,M,65154.47,0.9677419354838709,Medium
CUST02800,1060.15,1060.15,1,2024-12-22,2024-12-22,1,2024-11-09,Rajasthan,Email,44,Other,1060.15,0.9677419354838709,Very Low
CUST02801,154346.77,38586.6925,4,2023-09-05,2024-07-19,319,2023-04-25,Tamil Nadu,Social Media,35,Other,154346.77,0.34383954154727797,Very High
CUST02802,52117.53,52117.53,1,2024-09-30,2024-09-30,1,2024-09-21,Tamil Nadu,Organic,53,F,52117.53,0.9677419354838709,Medium
CUST02803,91243.08,30414.36,3,2024-08-28,2024-12-26,121,2024-08-09,Uttar Pradesh,Social Media,44,F,91243.08,0.5960264900662252,High
CUST02804,138061.55,69030.775,2,2024-08-03,2024-10-08,67,2024-07-29,Rajasthan,Referral,34,M,138061.55,0.6185567010309279,High
CUST02805,16997.42,16997.42,1,2023-12-11,2023-12-11,1,2023-11-29,Uttar Pradesh,Direct,32,F,16997.42,0.9677419354838709,Low
CUST02806,146569.32,73284.66,2,2023-12-27,2024-12-26,366,2023-07-20,Maharashtra,Referral,44,M,146569.32,0.15151515151515152,Very High
CUST02808,69018.49,34509.245,2,2024-10-20,2024-11-03,15,2024-10-12,Gujarat,Email,52,M,69018.49,1.3333333333333333,Medium
CUST02811,62833.96000000001,31416.980000000003,2,2024-08-28,2024-09-04,8,2023-10-24,Tamil Nadu,Email,30,M,62833.96000000001,1.5789473684210527,Medium
CUST02812,108785.08,21757.016,5,2023-12-12,2024-10-18,312,2023-07-09,West Bengal,Social Media,28,F,108785.08,0.43859649122807015,High
CUST02813,33616.17,33616.17,1,2024-11-13,2024-11-13,1,2023-02-04,Gujarat,Paid Search,53,Other,33616.17,0.9677419354838709,Low
CUST02815,20092.17,20092.17,1,2024-03-12,2024-03-12,1,2023-06-04,Karnataka,Referral,49,M,20092.17,0.9677419354838709,Low
CUST02816,105275.0,35091.666666666664,3,2023-10-23,2023-12-09,48,2023-10-13,Delhi,Social Media,19,M,105275.0,1.1538461538461537,High
CUST02817,9168.87,9168.87,1,2024-12-25,2024-12-25,1,2024-12-13,Tamil Nadu,Social Media,65,M,9168.87,0.9677419354838709,Very Low
CUST02822,68429.86,68429.86,1,2024-10-09,2024-10-09,1,2024-07-11,Tamil Nadu,Social Media,38,F,68429.86,0.9677419354838709,Medium
CUST02823,182946.0,45736.5,4,2024-01-08,2024-07-15,190,2023-12-08,Maharashtra,Social Media,47,M,182946.0,0.5454545454545455,Very High
CUST02824,45439.63,45439.63,1,2024-12-07,2024-12-07,1,2024-12-02,Karnataka,Direct,54,F,45439.63,0.9677419354838709,Medium
CUST02826,80045.12000000001,40022.560000000005,2,2024-01-09,2024-08-17,222,2023-06-17,West Bengal,Referral,36,Other,80045.12000000001,0.23809523809523808,High
CUST02828,139018.65000000002,69509.32500000001,2,2024-10-31,2024-12-14,45,2024-10-05,West Bengal,Email,63,M,139018.65000000002,0.8,High
CUST02829,184295.53,92147.765,2,2024-09-25,2024-10-29,35,2023-06-11,Rajasthan,Email,19,F,184295.53,0.9230769230769229,Very High
CUST02830,120617.85999999999,60308.92999999999,2,2024-10-30,2024-11-30,32,2023-01-16,Tamil Nadu,Social Media,48,Other,120617.85999999999,0.9677419354838711,High
CUST02832,77781.35,38890.675,2,2024-04-15,2024-10-07,176,2023-10-29,Karnataka,Email,28,M,77781.35,0.29126213592233013,High
CUST02834,13235.29,6617.645,2,2024-02-24,2024-09-13,203,2024-01-27,West Bengal,Email,64,Other,13235.29,0.2575107296137339,Very Low
CUST02836,130101.68000000001,65050.840000000004,2,2024-02-06,2024-08-06,183,2024-02-06,Uttar Pradesh,Social Media,27,M,130101.68000000001,0.28169014084507044,High
CUST02839,174706.04,34941.208,5,2024-04-24,2024-12-08,229,2023-09-29,Rajasthan,Referral,38,Other,174706.04,0.5791505791505792,Very High
CUST02840,68557.85,68557.85,1,2024-01-25,2024-01-25,1,2023-03-16,Tamil Nadu,Referral,63,F,68557.85,0.9677419354838709,Medium
CUST02841,60748.41,30374.205,2,2023-08-03,2024-03-31,242,2023-01-08,Karnataka,Referral,62,M,60748.41,0.22058823529411764,Medium
CUST02842,214935.09999999998,53733.774999999994,4,2024-10-27,2024-11-14,19,2024-10-27,West Bengal,Organic,28,Other,214935.09999999998,2.4489795918367347,Very High
CUST02843,233470.72,116735.36,2,2023-03-29,2023-04-20,23,2023-01-06,Karnataka,Paid Search,46,M,233470.72,1.1320754716981132,Very High
CUST02846,56215.8,28107.9,2,2024-12-22,2024-12-30,9,2024-12-22,West Bengal,Social Media,25,F,56215.8,1.5384615384615383,Medium
CUST02848,2622.09,2622.09,1,2023-12-30,2023-12-30,1,2023-11-02,Gujarat,Social Media,54,Other,2622.09,0.9677419354838709,Very Low
CUST02849,8957.88,8957.88,1,2024-12-08,2024-12-08,1,2024-11-19,Delhi,Social Media,51,Other,8957.88,0.9677419354838709,Very Low
CUST02850,122619.54,40873.18,3,2024-08-11,2024-11-08,90,2024-08-01,Tamil Nadu,Direct,41,Other,122619.54,0.75,High
CUST02851,188976.03,31496.005,6,2023-11-20,2024-09-24,310,2023-04-09,Uttar Pradesh,Referral,31,F,188976.03,0.5294117647058824,Very High
CUST02853,1855.95,1855.95,1,2024-07-23,2024-07-23,1,2024-06-07,Maharashtra,Referral,29,M,1855.95,0.9677419354838709,Very Low
CUST02854,56157.990000000005,56157.990000000005,1,2024-12-07,2024-12-07,1,2023-10-09,Rajasthan,Organic,37,Other,56157.990000000005,0.9677419354838709,Medium
CUST02856,108222.63,21644.526,5,2024-09-16,2024-12-07,83,2024-05-18,Rajasthan,Organic,21,Other,108222.63,1.3274336283185841,High
CUST02857,44658.06,44658.06,1,2024-03-10,2024-03-10,1,2023-03-03,Rajasthan,Paid Search,22,F,44658.06,0.9677419354838709,Medium
CUST02858,412330.19,103082.5475,4,2024-03-22,2024-10-31,224,2023-08-26,Tamil Nadu,Direct,18,M,412330.19,0.47244094488188976,Very High
CUST02860,56070.740000000005,56070.740000000005,1,2023-07-09,2023-07-09,1,2023-03-29,Uttar Pradesh,Email,43,F,56070.740000000005,0.9677419354838709,Medium
CUST02862,165166.91,41291.7275,4,2023-11-07,2024-10-13,342,2023-05-09,Tamil Nadu,Paid Search,34,Other,165166.91,0.3225806451612903,Very High
CUST02865,98321.45999999999,98321.45999999999,1,2024-11-09,2024-11-09,1,2024-11-07,Uttar Pradesh,Email,60,F,98321.45999999999,0.9677419354838709,High
CUST02868,36823.009999999995,36823.009999999995,1,2024-07-24,2024-07-24,1,2024-03-02,Rajasthan,Social Media,22,M,36823.009999999995,0.9677419354838709,Low
CUST02872,92349.21,46174.605,2,2023-11-17,2024-01-03,48,2023-06-24,Gujarat,Email,38,Other,92349.21,0.7692307692307692,High
CUST02874,8917.87,8917.87,1,2024-01-04,2024-01-04,1,2023-08-04,Uttar Pradesh,Paid Search,45,Other,8917.87,0.9677419354838709,Very Low
CUST02875,60750.29,60750.29,1,2024-10-12,2024-10-12,1,2023-06-21,Rajasthan,Direct,34,Other,60750.29,0.9677419354838709,Medium
CUST02876,18927.56,18927.56,1,2024-06-01,2024-06-01,1,2023-07-30,Karnataka,Referral,59,F,18927.56,0.9677419354838709,Low
CUST02879,88073.39,44036.695,2,2023-12-14,2024-03-30,108,2023-01-08,Tamil Nadu,Social Media,29,Other,88073.39,0.4347826086956522,High
CUST02880,78138.1,78138.1,1,2024-10-06,2024-10-06,1,2023-08-15,Maharashtra,Referral,41,Other,78138.1,0.9677419354838709,High
CUST02881,93801.36,31267.12,3,2024-08-15,2024-12-28,136,2024-03-27,Tamil Nadu,Email,37,F,93801.36,0.5421686746987951,High
CUST02882,10322.41,5161.205,2,2024-11-25,2024-11-27,3,2023-12-21,Karnataka,Social Media,50,M,10322.41,1.8181818181818181,Very Low
CUST02886,121449.54999999999,40483.18333333333,3,2024-09-01,2024-10-21,51,2024-03-09,Maharashtra,Referral,56,Other,121449.54999999999,1.111111111111111,High
CUST02890,276676.08999999997,138338.04499999998,2,2024-09-23,2024-09-25,3,2024-08-17,Karnataka,Referral,58,Other,276676.08999999997,1.8181818181818181,Very High
CUST02893,4959.51,2479.755,2,2024-01-19,2024-08-02,197,2023-01-28,Gujarat,Social Media,63,M,4959.51,0.2643171806167401,Very Low
CUST02894,231225.55,77075.18333333333,3,2023-09-11,2024-11-15,432,2023-09-08,Gujarat,Organic,60,F,231225.55,0.19480519480519481,Very High
CUST02895,84224.23,84224.23,1,2023-09-25,2023-09-25,1,2023-02-06,West Bengal,Organic,30,Other,84224.23,0.9677419354838709,High
CUST02898,124493.87000000001,62246.935000000005,2,2023-06-08,2023-10-25,140,2023-05-24,West Bengal,Direct,65,M,124493.87000000001,0.3529411764705882,High
CUST02900,188729.23,47182.3075,4,2023-08-21,2023-12-20,122,2023-03-17,Gujarat,Email,62,M,188729.23,0.7894736842105263,Very High
CUST02901,142110.02,17763.7525,8,2023-10-22,2024-11-12,388,2023-08-28,Rajasthan,Organic,23,M,142110.02,0.5741626794258373,High
CUST02902,241060.44999999998,80353.48333333332,3,2024-06-29,2024-11-10,135,2024-05-03,Karnataka,Social Media,55,Other,241060.44999999998,0.5454545454545454,Very High
CUST02903,63399.6,63399.6,1,2024-08-08,2024-08-08,1,2024-07-02,Maharashtra,Organic,31,Other,63399.6,0.9677419354838709,Medium
CUST02905,304018.51,60803.702000000005,5,2023-10-26,2024-11-20,392,2023-09-17,Uttar Pradesh,Direct,30,Other,304018.51,0.35545023696682465,Very High
CUST02906,101423.86,33807.95333333333,3,2024-04-19,2024-12-23,249,2024-04-06,Delhi,Organic,42,Other,101423.86,0.3225806451612903,High
CUST02909,8236.65,8236.65,1,2024-12-13,2024-12-13,1,2024-07-29,Tamil Nadu,Social Media,34,Other,8236.65,0.9677419354838709,Very Low
CUST02910,13075.07,13075.07,1,2023-12-18,2023-12-18,1,2023-11-30,Rajasthan,Organic,49,F,13075.07,0.9677419354838709,Very Low
CUST02911,23439.53,7813.176666666666,3,2024-05-21,2024-09-20,123,2024-03-18,Gujarat,Direct,51,F,23439.53,0.5882352941176471,Low
CUST02912,202680.59,101340.295,2,2024-08-09,2024-10-29,82,2024-02-29,Delhi,Email,42,M,202680.59,0.5357142857142857,Very High
CUST02913,170101.75999999998,85050.87999999999,2,2023-10-21,2024-04-02,165,2023-08-29,Tamil Nadu,Referral,40,Other,170101.75999999998,0.3076923076923077,Very High
